Employee_ID,Name,Department,Country,Email,Sales,Bonus,Performance_Score,Join_Date,Manager,Region
EMP1233,Employee 234,Sales,Germany,employee234@company.com,22903.59,1763.86,3.1,2022-06-10,Sarah Lee,Middle East
EMP1234,Employee 235,HR,UK,employee235@company.com,1103.62,2538.73,2.7,2024-07-31,John Smith,Middle East
EMP1235,Employee 236,IT,UAE,employee236@company.com,47450.05,1631.04,4.2,2021-05-23,Sarah Lee,North America
EMP1236,Employee 237,HR,Germany,employee237@company.com,48233.87,4157.16,4.1,2020-04-21,Ahmed Ali,Middle East
EMP1237,Employee 238,Operations,USA,employee238@company.com,18438.03,1621.07,4.3,2021-01-25,David Brown,North America
EMP1238,Employee 239,Sales,UK,employee239@company.com,25174.47,4721.58,2.6,2023-12-11,Sarah Lee,North America
EMP1239,Employee 240,Finance,UK,employee240@company.com,31609.8,4432.29,3.7,2020-01-21,Sarah Lee,North America
EMP1240,Employee 241,IT,UK,employee241@company.com,6486.39,1732.29,3.1,2022-12-07,David Brown,Middle East
EMP1241,Employee 242,IT,UK,,11507.74,3242.88,4.0,2023-11-18,John Smith,Europe
EMP1242,Employee 243,HR,USA,employee243@company.com,46822.04,2070.15,3.5,2022-12-31,David Brown,North America
EMP1243,Employee 244,,Canada,employee244@company.com,49992.01,2118.06,4.5,2021-07-15,Sarah Lee,Middle East
EMP1244,Employee 245,Finance,USA,employee245@company.com,12884.1,704.13,3.0,2024-10-09,,Middle East
EMP1245,Employee 246,IT,Germany,employee246@company.com,34873.22,1333.71,4.0,2024-09-07,David Brown,Middle East
EMP1246,Employee 247,Sales,UAE,employee247@company.com,43455.88,2955.7,2.8,2021-03-30,Maria Garcia,North America
EMP1247,Employee 248,Sales,USA,employee248@company.com,25366.89,3883.06,4.5,2022-07-30,Ahmed Ali,Europe
EMP1248,Employee 249,,UAE,employee249@company.com,8684.07,4213.09,3.5,2022-09-25,Maria Garcia,North America
EMP1249,Employee 250,Operations,Canada,employee250@company.com,49912.62,4184.61,2.7,2020-12-21,David Brown,Europe
EMP1142,Employee 143,Sales,Canada,employee143@company.com,16958.0,2141.15,3.7,2024-09-18,John Smith,Middle East
EMP1006,Employee 7,Operations,Germany,employee7@company.com,41240.26,2714.47,3.9,2020-03-26,Maria Garcia,Middle East
EMP1097,Employee 98,Finance,Germany,employee98@company.com,34075.53,2453.58,3.2,2020-12-16,Maria Garcia,North America
EMP1060,Employee 61,Operations,Canada,,19095.25,866.01,2.7,2022-03-09,Ahmed Ali,Middle East
EMP1112,Employee 113,HR,Saudi Arabia,employee113@company.com,4947.98,2941.95,2.7,2023-08-09,Ahmed Ali,North America
EMP1181,Employee 182,HR,Germany,employee182@company.com,3246.64,3160.22,3.4,2024-01-16,Maria Garcia,Europe
EMP1197,Employee 198,Finance,Saudi Arabia,employee198@company.com,49213.01,872.1,4.9,2024-07-05,,Europe
EMP1184,Employee 185,Operations,USA,employee185@company.com,43740.35,1716.71,3.9,2022-03-11,Maria Garcia,Middle East
EMP1009,Employee 10,HR,Saudi Arabia,employee10@company.com,32070.34,4007.84,2.7,2024-10-01,Maria Garcia,North America
EMP1104,Employee 105,Operations,USA,employee105@company.com,13913.67,4764.09,4.4,2022-10-30,Maria Garcia,Europe
EMP1200,Employee 201,Sales,USA,employee201@company.com,37418.63,1362.78,4.1,2022-06-06,Maria Garcia,Europe
EMP1216,Employee 217,HR,,,8261.6,1864.72,4.0,2021-01-10,Maria Garcia,North America
EMP1236,Employee 237,HR,Germany,employee237@company.com,48233.87,4157.16,4.1,2020-04-21,Ahmed Ali,Middle East
EMP1240,Employee 241,IT,UK,employee241@company.com,6486.39,1732.29,3.1,2022-12-07,David Brown,Middle East
EMP1067,Employee 68,,,employee68@company.com,42408.1,3054.47,3.0,2020-06-29,Sarah Lee,Middle East
